PlayerType,PlayerName,Dribbling,Pace,PlayerNation,Passing,PlayerClub,PlayerRating,PlayerPosition,Defense,Shooting,Physical
NIF,Diego Castro,80,68,Spain,72,Perth Glory,76,LM,42,73,58
NIF,Laurent Ciman,68,67,Belgium,70,Montreal Impact,76,CB,74,57,74
NIF,Abraham,67,62,Spain,80,U.N.A.M.,76,CM,68,65,66
NIF,Mauro Boselli,70,61,Argentina,64,Club León,76,ST,33,75,75
NIF,Gelson Fernandes,68,67,Switzerland,68,Eintracht Frankfurt,76,CDM,74,56,81
NIF,Oribe Peralta,74,71,Mexico,66,Club América,76,ST,38,74,78
NIF,Agirretxe,72,43,Spain,61,Real Sociedad,76,ST,46,76,65
NIF,Oleksandr Kucher,52,54,Ukraine,56,Kayserispor,76,CB,79,51,73
NIF,Alan Kasaev,77,81,Russia,73,Lokomotiv Moscow,76,LM,33,70,65
NIF,Federico Higuaín,75,66,Argentina,76,Columbus Crew SC,76,CAM,46,74,62
NIF,Paul Aguilar,70,84,Mexico,69,Club América,76,RB,72,64,75
NIF,Ron Vlaar,55,38,Netherlands,57,AZ,76,CB,78,57,77
NIF,Xandão,57,51,Brazil,53,Real Sporting de Gijón,76,CB,75,42,79
NIF,Maxime Lestienne,79,84,Belgium,72,Rubin Kazan,76,LW,32,72,59
NIF,André Almeida,74,65,Portugal,72,SL Benfica,76,RB,76,52,77
NIF,Fredy Montero,78,72,Colombia,73,Vancouver Whitecaps FC,76,ST,38,76,62
NIF,Mattia Destro,74,75,Italy,59,Bologna,76,ST,24,74,67
NIF,Manuel Schmiedebach,76,71,Germany,70,Hannover 96,76,CDM,73,47,74
NIF,Macnelly Torres,76,54,Colombia,78,Atlético Nacional,76,CM,36,69,61
NIF,Jagoš Vuković,48,33,Serbia,56,Olympiacos CFP,76,CB,76,46,81
NIF,Adrien Regattin,79,79,Morocco,74,Osmanlıspor,76,LM,60,70,67
NIF,Óscar Murillo,51,70,Colombia,55,Pachuca,76,CB,77,39,78
NIF,Celso Ortíz,73,69,Paraguay,66,Monterrey,76,CDM,74,57,77
NIF,Bibras Natcho,77,62,Israel,79,CSKA Moscow,76,CDM,70,72,68
NIF,Timm Klose,43,50,Switzerland,57,Norwich City,76,CB,77,40,75
NIF,Sebá,77,87,Brazil,68,Olympiacos CFP,76,LM,48,74,76
NIF,Steven Berghuis,78,75,Netherlands,73,Feyenoord,76,RW,37,76,57
NIF,Alan Patrick,78,78,Brazil,73,Shakhtar Donetsk,76,CAM,30,75,50
NIF,Dmitriy Poloz,77,83,Russia,72,Zenit St. Petersburg,76,ST,25,75,69
NIF,Rodrigo Moledo,54,56,Brazil,48,Panathinaikos FC,76,CB,76,40,79
NIF,Javi Espinosa,79,72,Spain,77,Granada CF,76,CAM,58,64,57
NIF,Anthony Knockaert,81,75,France,72,Brighton & Hove Albion,76,RM,30,72,67
NIF,Yassin Ayoub,79,70,Morocco,76,FC Utrecht,76,CM,66,69,72
NIF,Adrien Trebel,77,77,France,73,RSC Anderlecht,76,CM,62,64,71
NIF,Víctor García,75,84,Venezuela,60,Vitória Guimarães,76,RB,71,40,71
NIF,Óscar Romero,78,78,Paraguay,74,Deportivo Alavés,76,RM,30,73,62
NIF,Erick Gutiérrez,74,77,Mexico,74,Pachuca,76,CM,67,71,66
NIF,José Luis Gómez,74,92,Argentina,63,Club Atlético Lanús,76,RB,70,54,63
NIF,Jürgen Locadia,72,79,Netherlands,69,PSV,76,ST,36,75,77
NIF,Raúl Ruidíaz,76,82,Peru,64,Monarcas Morelia,76,ST,29,77,58
NIF,Otávio,71,68,Brazil,63,FC Girondins de Bordeaux,76,CDM,78,51,74
NIF,Erdem Şen,70,66,Belgium,67,CS Marítimo,76,CDM,77,68,77
NIF,Dyego Sousa,71,60,Brazil,53,SC Braga,76,ST,31,75,78
NIF,Ozan Tufan,75,78,Turkey,72,Fenerbahçe SK,76,CDM,74,68,77
NIF,Ivan Ordets,50,70,Ukraine,52,Shakhtar Donetsk,76,CB,76,51,81
NIF,Fábio Martins,80,77,Portugal,71,SC Braga,76,LM,44,73,68
NIF,Alexandr Golovin,80,82,Russia,72,CSKA Moscow,76,CM,65,69,61
NIF,Daniel Podence,84,89,Portugal,66,Sporting CP,76,CF,28,63,49
NIF,Palhinha,67,55,Portugal,62,Sporting CP,76,CDM,74,49,84
NIF,Gil Dias,80,85,Portugal,67,Fiorentina,76,RM,37,69,65
NIF,Thiago Maia,70,70,Brazil,68,LOSC Lille,76,CDM,76,57,74
NIF,Raphinha,80,86,Brazil,70,Vitória Guimarães,76,LM,27,70,61
NIF,Filip Krovinović,76,72,Croatia,74,SL Benfica,76,CAM,42,68,58
NIF,Ghislain Konan,78,81,Ivory Coast,69,Vitória Guimarães,76,LB,72,48,73
NIF,Gastón Pereiro,78,75,Uruguay,69,PSV,76,CAM,41,76,70
NIF,Maurício,76,74,Brazil,76,PAOK,76,CDM,73,70,71
TRANSFER,Matías Alustiza,77,69,Argentina,64,U.N.A.M.,76,ST,34,79,61
IF,Carmelo Valencia,77,72,Colombia,67,La Equidad,76,ST,58,80,70
TRANSFER,Robert Berić,70,67,Slovenia,66,AS Saint-Étienne,76,ST,39,77,73
IF,Manuel Konrad,65,70,Germany,68,SG Dynamo Dresden,76,CDM,80,72,83
IF,Daniel Sundgren,69,82,Sweden,66,AIK,76,RWB,74,53,80
NIF,Mikel Gonzalez,48,34,Spain,53,Real Zaragoza,76,CB,78,40,77
TRANSFER,Pablo Aguilar,57,65,Paraguay,53,Club Tijuana,76,CB,74,52,79
NIF,Aarón Martín,71,65,Spain,61,RCD Espanyol,76,LB,78,33,64
TRANSFER,Édson Puch,76,83,Chile,68,Querétaro,76,RM,39,72,62
OTW,Khouma Babacar,72,76,Senegal,55,Sassuolo,76,ST,28,76,73
IF,Ryota Morioka,78,76,Japan,78,Waasland-Beveren,76,CAM,42,70,63
NIF,Jasmin Kurtić,72,68,Slovenia,74,Ferrara,76,CM,72,69,81
IF,Dario Vidosic,77,84,Australia,78,Melbourne City,76,ST,58,76,75
NIF,Valentin Stocker,78,67,Switzerland,74,FC Basel,76,CAM,38,71,66
NIF,Giampaolo Pazzini,71,66,Italy,56,Levante UD,76,ST,26,71,66
IF,Fabrício,79,69,Brazil,75,Portimão,76,ST,45,76,80
NIF,Aythami Artiles,53,37,Spain,57,Córdoba CF,76,CB,77,41,78
NIF,Jagoš Vuković,48,33,Serbia,56,Hellas Verona,76,CB,76,46,81
NIF,Maxime Lestienne,79,84,Belgium,72,Málaga CF,76,LW,32,72,59
NIF,Admir Mehmedi,78,76,Switzerland,71,VfL Wolfsburg,76,RM,39,76,71
NIF,Stéphane Sessègnon,81,77,Benin,75,Gençlerbirliği SK,76,CM,67,72,74
NIF,Wanderson,76,72,Brazil,73,Alanyaspor,76,ST,21,78,62
NIF,Emerson,77,79,Italy,66,Chelsea,76,LWB,68,59,62
NIF,Muhamed Bešić,74,68,Bosnia Herzegovina,64,Middlesbrough,76,CDM,76,50,76
NIF,Khouma Babacar,72,76,Senegal,55,Sassuolo,76,ST,28,76,73
NIF,Lazar Marković,82,90,Serbia,68,RSC Anderlecht,76,RM,41,65,54
NIF,Gabriel,79,78,Brazil,68,Santos,76,ST,29,76,60
NIF,Loïs Diony,75,79,France,62,Bristol City,76,ST,25,76,75
NIF,Ahmed Musa,78,93,Nigeria,62,CSKA Moscow,76,ST,28,76,57
NIF,Enes Ünal,73,77,Turkey,61,Villarreal CF,76,ST,32,79,70
NIF,Alcalá,54,46,Spain,60,Girona FC,76,CB,77,48,81
NIF,Mikel Rico,68,53,Spain,72,Athletic Club de Bilbao,76,CM,72,63,78
NIF,Joaquín Correa,77,78,Argentina,73,Sevilla FC,76,LM,33,70,63
NIF,Pere Pons,73,71,Spain,73,Girona FC,76,CM,73,56,74
NIF,Rúben Ribeiro,81,73,Portugal,73,Sporting CP,76,LM,50,71,66
NIF,Zakaria Labyad,79,80,Morocco,74,FC Utrecht,76,CAM,32,73,56
NIF,Juanpe,47,60,Spain,54,Girona FC,76,CB,78,35,78
NIF,Ignacio Scocco,78,77,Argentina,71,River Plate,76,ST,31,79,68
NIF,Marvelous Nakamba,70,72,Zimbabwe,61,Club Brugge KV,76,CDM,75,51,83
NIF,Héldon,79,85,Cape Verde Islands,69,Vitória Guimarães,76,LM,30,72,56
PTG,Jürgen Damm,77,95,Mexico,67,Tigres U.A.N.L.,76,RW,42,65,69
NIF,Yu Kobayashi,76,81,Japan,65,Kawasaki Frontale,76,ST,31,75,65
NIF,Héctor Villalba,80,92,Argentina,65,Atlanta United FC,76,RM,36,76,61
IF,Fran Sol,68,74,Spain,58,Willem II,76,ST,30,83,70
NIF,Ognjen Vranješ,59,70,Bosnia Herzegovina,61,AEK Athens,76,CB,77,47,76
GREEN,Aiden McGeady,85,78,Republic of Ireland,74,Sunderland,76,LM,43,73,63
NIF,Néstor Ortigoza,70,42,Paraguay,78,Rosario Central,76,CDM,64,55,76
TRANSFER,Gregory van der Wiel,75,79,Netherlands,71,Toronto FC,76,RB,73,64,75
WORLDCUP,Hugo Ayala,60,67,Mexico,61,CONCACAF,76,CB,77,55,73
WORLDCUP,Néstor Araujo,58,70,Mexico,53,CONCACAF,76,CB,76,40,78
WORLDCUP,Koo Ja Cheol,78,73,Korea Republic,73,AFC,76,CAM,56,76,65
WORLDCUP,Lee Jae Sung,73,68,Korea Republic,73,AFC,76,CM,60,68,72
WORLDCUP,Ki Sung Yueng,73,64,Korea Republic,80,AFC,76,CM,62,73,70
WORLDCUP,Hiroki Sakai,65,76,Japan,65,AFC,76,RB,75,48,77
WORLDCUP,Yoshinori Mutō,79,78,Japan,69,AFC,76,ST,39,73,61
IF,Steven Lewerenz,75,87,Germany,70,Holstein Kiel,76,RM,30,77,68
WORLDCUP,Salif Sané,66,65,Senegal,63,CAF,76,CB,76,48,80
WORLDCUP,Badou Ndiaye,78,85,Senegal,73,CAF,76,CM,67,74,79
WORLDCUP,Kahraba,79,84,Egypt,67,CAF,76,LM,30,73,67
WORLDCUP,Zouhair Feddal,58,55,Morocco,58,CAF,76,CB,76,49,77
WORLDCUP,Ramadan Sobhi,80,77,Egypt,74,CAF,76,LM,46,64,67
WORLDCUP,Alex Iwobi,81,79,Nigeria,69,CAF,76,LM,28,61,66
WORLDCUP,Trezeguet,77,84,Egypt,72,CAF,76,LM,21,70,65
WORLDCUP,Sofiane Boufal,85,82,Morocco,69,CAF,76,LM,36,69,43
WORLDCUP,Bryan Ruíz,82,65,Costa Rica,77,CONCACAF,76,RM,44,71,56
WORLDCUP,Odion Ighalo,77,82,Nigeria,56,CAF,76,ST,40,72,76
WORLDCUP,Giancarlo González,60,69,Costa Rica,49,CONCACAF,76,CB,77,45,76
WORLDCUP,Birkir Bjarnason,73,74,Iceland,71,UEFA,76,LM,55,70,78
WORLDCUP,Jakob Johansson,65,55,Sweden,65,UEFA,76,CDM,74,63,82
WORLDCUP,Nahitan Nández,75,77,Uruguay,71,CONMEBOL,76,CDM,70,64,77
WORLDCUP,Rodrigo Bentancur,77,69,Uruguay,70,CONMEBOL,76,CM,67,56,72
WORLDCUP,Admir Mehmedi,78,76,Switzerland,71,UEFA,76,LM,39,76,71
WORLDCUP,Matías Caruzzo,45,53,Argentina,57,CONMEBOL,76,CB,76,32,80
WORLDCUP,Joaquín Correa,79,78,Argentina,73,CONMEBOL,76,LM,33,71,63
WORLDCUP,Renato Steffen,78,87,Switzerland,73,UEFA,76,LM,31,70,67
WORLDCUP,Michael Lang,66,74,Switzerland,67,UEFA,76,RB,76,69,79
WORLDCUP,Jonatan Maidana,52,60,Argentina,61,CONMEBOL,76,CB,76,37,78
WORLDCUP,Javier Pinola,68,70,Argentina,66,CONMEBOL,76,CB,74,50,75
WORLDCUP,Breel Embolo,77,81,Switzerland,67,UEFA,76,ST,33,71,76
WORLDCUP,Franko Andrijašević,69,70,Croatia,69,UEFA,76,CAM,52,75,74
WORLDCUP,Nico Elvedi,69,71,Switzerland,63,UEFA,76,CB,78,34,76
WORLDCUP,Michał Pazdan,58,53,Poland,61,UEFA,76,CB,75,45,82
WORLDCUP,Andros Townsend,79,85,England,73,UEFA,76,LM,33,74,64
WORLDCUP,Denis Zakaria,76,74,Switzerland,74,UEFA,76,CM,74,54,79
WORLDCUP,Éder,72,76,Portugal,66,UEFA,76,ST,44,76,81
WORLDCUP,Kamil Grosicki,74,85,Poland,72,UEFA,76,LM,34,72,61
WORLDCUP,Nathan Redmond,80,87,England,71,UEFA,76,LM,24,68,52
NIF,Papy Djilobodji,50,70,Senegal,52,Sunderland,76,CB,75,47,81
NIF,Nick Viergever,65,70,Netherlands,61,PSV,76,CB,76,48,78
WORLDCUP,Ruben Loftus-Cheek,77,71,England,73,UEFA,76,CAM,61,61,77
WORLDCUP,Cristian Pavón,78,88,Argentina,70,CONMEBOL,76,RW,27,75,60
WORLDCUP,Carlos Tévez,75,72,Argentina,74,CONMEBOL,76,ST,44,75,73
NIF,Danilo,74,68,Brazil,71,OGC Nice,76,CM,75,64,77
WORLDCUP,Trent Alexander-Arnold,71,81,England,74,UEFA,76,RWB,71,59,67
NIF,Nampalys Mendy,74,71,France,71,Leicester City,76,CDM,73,55,76
NIF,Ioannis Fetfatzidis,80,83,Greece,73,Olympiacos CFP,76,RM,25,64,55
NIF,Robert Snodgrass,77,61,Scotland,78,West Ham United,76,RM,43,75,74
NIF,Guram Kashia,60,58,Georgia,61,San Jose Earthquakes,76,CB,75,27,79
NIF,Martin Harnik,72,78,Austria,70,SV Werder Bremen,76,ST,41,73,78
NIF,Fran Rico,70,58,Spain,76,Granada CF,76,CDM,70,66,71
NIF,Thomas Heurtaux,57,65,France,49,Udinese,76,CB,78,43,73
NIF,Alexis,56,59,Spain,61,Al Ahli,76,CB,75,34,78
NIF,Édson Puch,76,83,Chile,68,Pachuca,76,LM,39,72,62
NIF,Nicolás Castillo,71,66,Chile,59,SL Benfica,76,ST,34,77,79
NIF,Omar Mascarell,75,68,Spain,69,FC Schalke 04,76,CDM,71,62,75
NIF,Ognjen Vranješ,59,70,Bosnia Herzegovina,61,RSC Anderlecht,76,CB,77,47,76
NIF,Pablo Aguilar,57,65,Paraguay,53,Cruz Azul,76,CB,74,52,79
NIF,André Hahn,66,75,Germany,68,FC Augsburg,76,RM,52,77,82
NIF,Éder,73,76,Portugal,66,LOSC Lille,76,ST,44,76,81
NIF,Matías Caruzzo,45,53,Argentina,57,Rosario Central,76,CB,76,32,80
NIF,Zakaria Labyad,79,80,Morocco,74,Ajax,76,CAM,32,73,56
NIF,Armando Izzo,60,69,Italy,45,Torino,76,CB,78,31,74
NIF,Nenad Tomović,65,70,Serbia,59,Fiorentina,76,CB,77,38,77
IF,Jesper Arvidsson,70,71,Sweden,80,IK Sirius,76,LB,72,60,80
IF,Cesinha,78,81,Brazil,65,Daegu FC,76,RW,23,79,64
NIF,Onyinye Ndidi,67,74,Nigeria,65,Leicester City,77,CDM,78,60,80
NIF,Gaël Kakuta,80,79,DR Congo,74,Rayo Vallecano,76,LM,38,69,60
NIF,Maxime Le Marchand,66,76,France,67,Fulham,76,LB,75,38,78
NIF,Harry Arter,73,67,Republic of Ireland,74,Cardiff City,76,CM,66,72,77
NIF,Abraham,67,62,Spain,80,Lobos B.U.A.P.,76,CM,68,65,66
NIF,Manuel Schmiedebach,76,71,Germany,70,1. FC Union Berlin,76,CDM,73,47,74
NIF,Rômulo,78,75,Italy,75,Genoa,76,RM,70,66,73
NIF,Carlos Martínez,66,61,Spain,71,Real Oviedo,76,RB,77,51,67
NIF,Andre Gray,72,89,England,62,Watford,77,ST,29,76,78
NIF,Mark Noble,74,46,England,76,West Ham United,77,CM,71,67,76
NIF,Lewis Holtby,79,70,Germany,78,Hamburger SV,77,CAM,55,68,73
NIF,Zouhair Feddal,58,55,Morocco,58,Real Betis Balompié,77,CB,78,49,76
NIF,Mauricio Lemos,70,70,Uruguay,57,UD Las Palmas,77,CB,78,54,74
NIF,Abdul Rahman Baba,76,82,Ghana,66,Chelsea,77,LB,74,50,73
NIF,Giannelli Imbula,80,72,France,73,Toulouse Football Club,77,CM,62,61,72
NIF,Curtis Davies,55,64,England,48,Derby County,77,CB,77,38,76
NIF,Leon Britton,79,46,England,77,Swansea City,77,CDM,69,53,63
NIF,Jonas Hofmann,78,79,Germany,75,Borussia Mönchengladbach,77,RM,36,68,58
NIF,Sandro,78,75,Spain,64,Everton,77,ST,27,80,66
NIF,Erik Durm,68,83,Germany,65,Borussia Dortmund,77,LB,73,53,72
NIF,Marçal,75,80,Brazil,68,Olympique Lyonnais,77,LB,72,60,72
NIF,Óscar Trejo,80,71,Argentina,76,Rayo Vallecano,77,CAM,62,71,73
NIF,Florentin Pogba,57,66,Guinea,61,AS Saint-Étienne,77,CB,76,45,85
NIF,Pablo De Blasis,83,80,Argentina,71,1. FSV Mainz 05,77,LM,39,72,62
NIF,Andrea Bertolacci,78,74,Italy,76,Genoa,77,CM,66,69,72
NIF,Makoto Hasebe,71,63,Japan,75,Eintracht Frankfurt,77,CDM,76,51,72
NIF,Bastos,60,72,Angola,50,Lazio,77,CB,78,37,74
NIF,Jordan Lukaku,76,89,Belgium,68,Lazio,77,LB,72,60,81
NIF,Steven Davis,77,64,Northern Ireland,77,Southampton,77,CM,66,61,74
NIF,Shinji Okazaki,78,74,Japan,69,Leicester City,77,CF,47,74,75
NIF,Wesley Hoedt,60,66,Netherlands,59,Southampton,77,CB,78,47,74
NIF,Wallace,50,69,Brazil,44,Lazio,77,CB,78,28,76
NIF,Gareth McAuley,44,33,Northern Ireland,50,West Bromwich Albion,77,CB,79,43,76
NIF,Martin Hinteregger,59,68,Austria,64,FC Augsburg,77,CB,77,61,81
NIF,Cristian Tello,80,90,Spain,70,Real Betis Balompié,77,RM,28,70,59
NIF,Iván Ramis,59,38,Spain,63,SD Eibar,77,CB,77,61,83
NIF,Álvaro,58,70,Spain,54,Villarreal CF,77,CB,76,30,76
NIF,Stefano Sturaro,76,76,Italy,73,Juventus,77,CM,74,67,79
NIF,Castán,58,63,Brazil,47,Roma,77,CB,78,33,71
NIF,Jozabed,74,66,Spain,72,RC Celta de Vigo,77,CAM,66,72,65
NIF,Ladislav Krejčí,80,85,Czech Republic,76,Bologna,77,LW,42,70,60
NIF,Mohamed Elneny,71,60,Egypt,72,Arsenal,77,CDM,72,61,78
NIF,Leroy Fer,74,71,Netherlands,72,Swansea City,77,CM,70,75,81
NIF,Diego Rolán,77,75,Uruguay,72,Málaga CF,77,ST,31,75,64
NIF,Bastian Oczipka,72,71,Germany,71,FC Schalke 04,77,LB,76,59,77
NIF,Pablo Fornals,75,61,Spain,76,Villarreal CF,77,CAM,69,66,65
NIF,Marcus Coco,78,88,France,70,En Avant de Guingamp,77,LM,41,70,59
NIF,Carlos Sánchez,70,67,Colombia,70,Fiorentina,77,CDM,74,58,84
NIF,Mário Rui,74,86,Portugal,70,Napoli,77,LB,72,49,69
NIF,Luis Alberto,76,63,Spain,77,Lazio,77,CAM,27,71,50
NIF,Daniele Bonera,48,34,Italy,52,Villarreal CF,77,CB,80,38,68
NIF,Valon Behrami,71,63,Switzerland,72,Udinese,77,CDM,74,64,79
NIF,Diego Reyes,70,65,Mexico,62,FC Porto,77,CB,78,45,68
NIF,Fábio Coentrão,76,75,Portugal,72,Sporting CP,77,LB,76,65,69
NIF,Gregoire Defrel,82,89,France,68,Roma,77,ST,25,77,54
NIF,Nicolas De Préville,78,84,France,73,FC Girondins de Bordeaux,77,ST,34,77,64
NIF,Lamine Sané,61,60,Senegal,60,SV Werder Bremen,77,CB,77,44,77
NIF,Henri Saivet,78,74,Senegal,78,Newcastle United,77,CM,64,71,70
NIF,Danny Latza,75,68,Germany,75,1. FSV Mainz 05,77,CM,70,54,76
NIF,Sergio Álvarez,69,69,Spain,69,Real Sporting de Gijón,77,CM,72,66,76
NIF,Luka Milivojević,66,62,Serbia,70,Crystal Palace,77,CDM,74,62,81
NIF,Nathan Redmond,81,87,England,70,Southampton,77,LM,24,69,52
NIF,Cyril Théréau,77,72,France,71,Fiorentina,77,LW,27,78,71
NIF,Moussa Sissoko,75,77,France,75,Tottenham Hotspur,77,RM,72,74,85
NIF,Rony Lopes,81,79,Portugal,74,AS Monaco Football Club SA,77,RM,30,70,55
NIF,Marco Andreolli,54,56,Italy,40,Cagliari,77,CB,80,28,71
NIF,Eric Maxim Choupo-Moting,82,77,Cameroon,68,Stoke City,77,LM,36,73,72
NIF,Pedro Obiang,74,68,Spain,75,West Ham United,77,CDM,75,59,77
NIF,Jérémy Ménez,84,78,France,71,Antalyaspor,77,ST,26,74,62
NIF,Max Gradel,80,85,Ivory Coast,71,Toulouse Football Club,77,CAM,44,73,60
NIF,Aaron Lennon,82,83,England,71,Everton,77,RM,38,64,62
NIF,Håvard Nordtveit,67,64,Norway,71,TSG 1899 Hoffenheim,77,CB,77,53,79
NIF,Facundo Roncaglia,64,67,Argentina,68,RC Celta de Vigo,77,CB,78,53,72
NIF,Alen Halilović,80,76,Croatia,76,UD Las Palmas,77,CAM,28,64,44
NIF,Bruno Fernandes,80,78,Portugal,76,Sporting CP,77,CAM,63,70,70
NIF,Alessandro Schöpf,79,78,Austria,70,FC Schalke 04,77,RM,53,71,68
NIF,Silvan Widmer,76,81,Switzerland,73,Udinese,77,RB,71,63,78
NIF,Vincent Janssen,70,70,Netherlands,56,Fenerbahçe SK,77,ST,26,78,78
NIF,Alexander Meier,70,37,Germany,70,Eintracht Frankfurt,77,ST,42,81,69
NIF,Jeffrey Gouweleeuw,63,73,Netherlands,64,FC Augsburg,77,CB,78,59,74
NIF,Matt Phillips,77,87,Scotland,69,West Bromwich Albion,77,RM,35,71,71
NIF,Amadou Diawara,77,74,Guinea,73,Napoli,77,CDM,69,50,76
NIF,Fernando,68,64,Brazil,66,Galatasaray SK,77,CDM,78,61,82
NIF,Luís Hernández,66,72,Spain,66,Málaga CF,77,CB,78,50,76
NIF,Adnan Januzaj,81,79,Belgium,75,Real Sociedad,77,LM,21,66,50
NIF,Joshua King,75,90,Norway,60,Bournemouth,77,ST,29,77,70
NIF,Bruno,46,37,Spain,48,Getafe CF,77,CB,78,33,81
NIF,Roberto Rosales,78,77,Venezuela,71,Málaga CF,77,RB,71,59,72
NIF,Matías Kranevitter,70,71,Argentina,68,Zenit St. Petersburg,77,CDM,77,49,77
NIF,Marcel Risse,76,80,Germany,74,1. FC Köln,77,RM,67,77,67
NIF,Daryl Janmaat,74,74,Netherlands,70,Watford,77,RB,74,63,81
NIF,Younousse Sankharé,73,66,Senegal,73,FC Girondins de Bordeaux,77,CM,75,69,80
NIF,Aleksandar Dragović,65,72,Austria,61,Leicester City,77,CB,78,51,76
NIF,Jesé,80,83,Spain,73,Stoke City,77,LM,24,71,56
NIF,Ramiro Funes Mori,65,68,Argentina,61,Everton,77,CB,76,49,78
NIF,Juan Jesus,60,79,Brazil,53,Roma,77,CB,77,33,83
NIF,Mirko Valdifiori,74,63,Italy,81,Torino,77,CDM,69,56,71
NIF,Martin Braithwaite,77,84,Denmark,73,Middlesbrough,77,ST,34,75,78
NIF,Matteo Politano,82,82,Italy,70,Sassuolo,77,LW,17,69,50
NIF,Jonjo Shelvey,73,62,England,79,Newcastle United,77,CM,60,73,77
NIF,Klaas-Jan Huntelaar,69,55,Netherlands,64,Ajax,77,ST,31,77,72
NIF,Joël Veltman,70,66,Netherlands,66,Ajax,77,RB,79,49,76
NIF,Pablo Pérez,74,71,Argentina,75,Boca Juniors,77,CM,70,63,80
NIF,Wes Hoolahan,79,62,Republic of Ireland,76,Norwich City,77,CAM,40,69,51
NIF,Carlos Sánchez,75,88,Uruguay,74,Monterrey,77,CM,54,72,72
NIF,Alexandre Song,73,66,Cameroon,68,Rubin Kazan,77,CDM,74,56,77
NIF,Andrija Živković,80,85,Serbia,73,SL Benfica,77,RM,32,69,49
NIF,Ari,76,77,Brazil,71,Lokomotiv Moscow,77,ST,35,77,80
NIF,Scott Sinclair,79,91,England,68,Celtic,77,LM,33,74,66
NIF,Rui Fonte,75,71,Portugal,69,Fulham,77,ST,35,75,75
NIF,Tom Cairney,77,71,Scotland,76,Fulham,77,CM,60,69,68
NIF,Renato Steffen,78,89,Switzerland,74,FC Basel,77,LM,31,71,68
IF,Alexander Sørloth,73,82,Norway,65,FC Midtjylland,77,ST,35,80,82
NIF,Tranquillo Barnetta,79,72,Switzerland,77,FC St. Gallen,77,CAM,56,69,64
NIF,Diogo Jota,82,81,Portugal,66,Wolverhampton Wanderers,77,LW,44,74,67
NIF,Javier Aquino,80,91,Mexico,72,Tigres U.A.N.L.,77,LM,34,66,54
NIF,Kim Källström,72,36,Sweden,82,Djurgårdens IF,77,CM,62,70,73
NIF,Javier Pinola,68,70,Argentina,66,River Plate,77,CB,75,50,77
NIF,Alexey Berezutskiy,49,46,Russia,63,CSKA Moscow,77,CB,78,47,76
NIF,Guillaume Hoarau,68,53,France,69,BSC Young Boys,77,ST,48,77,76
NIF,Gökhan İnler,72,51,Switzerland,74,Medipol Başakşehir FK,77,CDM,74,69,72
NIF,Jonatan Maidana,52,60,Argentina,61,River Plate,77,CB,77,37,79
NIF,Bryan Ruíz,82,65,Costa Rica,77,Sporting CP,77,LM,44,71,57
NIF,Ruud Vormer,68,64,Netherlands,77,Club Brugge KV,77,CM,71,75,80
NIF,Charles Kaboré,70,71,Burkina Faso,70,FC Krasnodar,77,CDM,75,61,80
NIF,Ján Ďurica,59,33,Slovakia,60,Trabzonspor,77,CB,79,45,77
NIF,Martín Cáceres,65,74,Uruguay,63,Hellas Verona,77,CB,79,51,75
NIF,Vitor Hugo,46,68,Brazil,36,Fiorentina,77,CB,79,31,76
IF,Sascha Bigalke,82,87,Germany,78,SpVgg Unterhaching,77,ST,35,72,53
SCREAM,Charly Musonda,83,87,Belgium,71,Chelsea,77,RM,23,67,50
NIF,Rafael Carioca,75,76,Brazil,74,Tigres U.A.N.L.,77,CM,74,64,70
NIF,Nicolás Burdisso,49,61,Argentina,45,Torino,77,CB,79,29,73
IF,Adam Rooney,77,70,Republic of Ireland,68,Aberdeen,77,ST,33,79,82
TRANSFER,Mauro Zárate,85,77,Argentina,68,Vélez Sarsfield,77,ST,33,79,65
TRANSFER,Martín Cáceres,65,74,Uruguay,63,Lazio,77,RB,79,51,75
IF,Danny Wilson,68,70,Scotland,63,Rangers FC,77,CB,77,50,85
TRANSFER,Jérémy Ménez,84,78,France,71,Club América,77,ST,26,74,62
IF,Lennart Thy,74,83,Germany,71,VVV-Venlo,77,ST,55,81,84
NIF,Terence Kongolo,68,81,Netherlands,64,Huddersfield Town,77,LB,78,42,76
IF,Will Grigg,75,85,Northern Ireland,60,Wigan Athletic,77,ST,42,77,81
TRANSFER,Renato Steffen,78,89,Switzerland,74,VfL Wolfsburg,77,LM,31,71,68
IF,Houssem Aouar,83,84,France,76,Olympique Lyonnais,77,CM,57,70,66
TRANSFER,Georges-Kévin Nkoudou,78,91,France,71,Burnley,77,LM,35,72,62
NIF,Nathan Aké,67,76,Netherlands,69,Bournemouth,77,CB,78,49,76
NIF,Allan Saint-Maximin,84,90,France,66,OGC Nice,77,LM,22,70,56
NIF,Jürgen Locadia,73,80,Netherlands,70,Brighton & Hove Albion,77,ST,36,76,77
TRANSFER,Simon Terodde,66,70,Germany,54,1. FC Köln,77,ST,30,78,77
NIF,Ashley Young,78,79,England,79,Manchester United,77,LB,69,69,65
NIF,Federico Chiesa,80,82,Italy,69,Fiorentina,77,RW,32,73,61
NIF,Lucas Torreira,78,80,Uruguay,74,Sampdoria,77,CM,66,57,74
NIF,Léo Dubois,75,69,France,74,FC Nantes,77,RB,76,61,66
NIF,Jordan Amavi,74,79,France,70,Olympique de Marseille,77,LB,73,67,72
